entry_time,exit_time,side,entry,exit,pnl,exit_reason,partial_closed,entry_hour,entry_weekday,duration_bars,entry_month
2025-01-02 11:00:00+00:00,2025-01-02 11:11:00+00:00,LONG,1.03168,1.03312,139.87,TP,False,6,3,0,2025-01
2025-01-02 11:15:00+00:00,2025-01-02 11:36:00+00:00,LONG,1.03311,1.03169,-146.13,SL,False,6,3,0,2025-01
2025-01-02 11:45:00+00:00,2025-01-02 14:04:00+00:00,LONG,1.03241,1.03102,-143.12,SL,False,6,3,0,2025-01
2025-01-02 14:15:00+00:00,2025-01-02 15:28:00+00:00,LONG,1.03109,1.02883,-230.12,SL,False,9,3,0,2025-01
2025-01-02 15:30:00+00:00,2025-01-02 16:03:00+00:00,LONG,1.02857,1.02607,-254.11,SL,False,10,3,0,2025-01
2025-01-02 16:15:00+00:00,2025-01-03 07:36:00+00:00,LONG,1.02576,1.02843,262.89,TP,False,11,3,0,2025-01
2025-01-03 08:00:00+00:00,2025-01-03 08:39:00+00:00,LONG,1.0281,1.02742,-72.11,SL,False,3,4,0,2025-01
2025-01-03 14:00:00+00:00,2025-01-03 15:06:00+00:00,LONG,1.02933,1.03059,121.88,TP,False,9,4,0,2025-01
2025-01-03 16:45:00+00:00,2025-01-03 17:16:00+00:00,LONG,1.02899,1.03044,140.88,TP,False,11,4,0,2025-01
2025-01-03 17:30:00+00:00,2025-01-06 02:13:00+00:00,LONG,1.03022,1.03164,137.88,TP,False,12,4,0,2025-01
2025-01-06 03:00:00+00:00,2025-01-06 06:00:00+00:00,SHORT,1.03161,1.03087,69.88,TP,False,22,6,0,2025-01
2025-01-06 07:45:00+00:00,2025-01-06 08:02:00+00:00,SHORT,1.03227,1.03296,-73.13,SL,False,2,0,0,2025-01
2025-01-06 08:15:00+00:00,2025-01-06 08:56:00+00:00,SHORT,1.03371,1.0345,-83.14,SL,False,3,0,0,2025-01
2025-01-06 09:00:00+00:00,2025-01-06 09:10:00+00:00,SHORT,1.03502,1.03646,-148.14,SL,False,4,0,0,2025-01
2025-01-06 09:15:00+00:00,2025-01-06 10:46:00+00:00,SHORT,1.03571,1.03413,153.86,TP,False,4,0,0,2025-01
2025-01-06 13:45:00+00:00,2025-01-06 14:16:00+00:00,SHORT,1.04103,1.03769,329.84,TP,False,8,0,0,2025-01
2025-01-06 14:45:00+00:00,2025-01-07 05:45:00+00:00,LONG,1.03689,1.04031,337.85,TP,False,9,0,0,2025-01
2025-01-07 09:15:00+00:00,2025-01-07 11:24:00+00:00,SHORT,1.04264,1.0412,139.83,TP,False,4,1,0,2025-01
2025-01-07 12:15:00+00:00,2025-01-07 12:43:00+00:00,SHORT,1.04099,1.03942,152.84,TP,False,7,1,0,2025-01
2025-01-07 13:15:00+00:00,2025-01-07 15:01:00+00:00,LONG,1.03967,1.03723,-248.15,SL,False,8,1,0,2025-01
2025-01-07 15:15:00+00:00,2025-01-07 15:48:00+00:00,LONG,1.03683,1.03551,-136.14,SL,False,10,1,0,2025-01
2025-01-07 17:00:00+00:00,2025-01-07 18:49:00+00:00,LONG,1.03684,1.03511,-177.14,SL,False,12,1,0,2025-01
2025-01-07 21:15:00+00:00,2025-01-08 01:58:00+00:00,LONG,1.03429,1.03529,95.86,TP,False,16,1,0,2025-01
2025-01-08 03:15:00+00:00,2025-01-08 03:33:00+00:00,LONG,1.03524,1.03472,-56.14,SL,False,22,1,0,2025-01
2025-01-08 03:45:00+00:00,2025-01-08 04:15:00+00:00,LONG,1.0347,1.0352,45.86,TP,False,22,1,0,2025-01
2025-01-08 05:15:00+00:00,2025-01-08 05:30:00+00:00,LONG,1.03504,1.03552,43.86,TP,False,0,2,0,2025-01
2025-01-08 08:00:00+00:00,2025-01-08 08:09:00+00:00,LONG,1.03323,1.03243,-84.13,SL,False,3,2,0,2025-01
2025-01-08 08:15:00+00:00,2025-01-08 08:49:00+00:00,LONG,1.03308,1.03218,-94.13,SL,False,3,2,0,2025-01
2025-01-08 09:00:00+00:00,2025-01-08 11:20:00+00:00,LONG,1.03188,1.03071,-121.12,SL,False,4,2,0,2025-01
2025-01-08 11:30:00+00:00,2025-01-08 11:32:00+00:00,LONG,1.03006,1.02889,-121.12,SL,False,6,2,0,2025-01
2025-01-08 11:45:00+00:00,2025-01-08 12:01:00+00:00,LONG,1.02849,1.02998,144.88,TP,False,6,2,0,2025-01
