entry_month,pnl,trades,win_rate
2025-01,1554.61,149,49.66
2025-02,2754.2,132,58.33
2025-03,4378.11,157,56.69
2025-04,12641.27,190,59.47
2025-05,4850.4,150,58.67
2025-06,814.34,174,50.0
2025-07,1327.85,164,49.39
2025-08,106.67,23,47.83
2025-10,597.25,55,54.55
2025-11,-968.55,84,38.1
2025-12,1128.61,46,60.87
