hour_EST,Monday,Tuesday,Wednesday,Thursday,Friday,Sunday
0,0.0,48.9,-377.9,147.5,614.2,0.0
1,287.0,0.0,420.8,0.0,47.0,0.0
2,40.0,0.0,0.0,482.9,0.0,0.0
3,-894.2,904.4,190.7,0.0,-197.4,0.0
4,683.4,387.8,1201.9,0.0,0.0,0.0
5,0.0,641.6,0.0,-190.1,1411.9,0.0
6,1043.7,735.6,349.5,-6.5,-715.0,0.0
7,133.9,-426.3,58.2,0.0,0.0,0.0
8,675.3,-335.1,0.0,132.1,0.0,0.0
9,197.1,0.0,0.0,1719.0,1513.0,0.0
10,1078.6,-802.1,1034.7,296.7,0.0,0.0
11,1344.8,0.0,0.0,1559.0,2928.8,0.0
12,0.0,321.4,-333.8,0.0,-334.3,0.0
13,145.1,-705.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,1258.7,0.0,0.0
15,925.0,0.0,0.0,362.4,0.0,0.0
16,337.3,417.3,426.7,0.0,440.7,0.0
17,0.0,0.0,349.0,360.0,0.0,1062.1
18,465.5,-151.5,210.3,0.0,0.0,666.3
19,-171.3,-69.1,243.0,38.6,0.0,1167.6
20,242.0,0.0,-104.0,0.0,0.0,0.0
21,-59.6,0.0,0.0,-488.9,0.0,0.0
22,274.4,1001.4,0.0,508.4,0.0,580.4
23,0.0,751.1,76.6,605.5,0.0,0.0
