trader_id,strategy_id,instrument_id,account_id,opening_order_id,closing_order_id,entry,side,quantity,peak_qty,ts_init,ts_opened,ts_last,ts_closed,duration_ns,avg_px_open,avg_px_close,commissions,realized_return,realized_pnl,is_snapshot
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-001,O-20250806-231300-001-MA_CROSS-1,O-20250807-004600-001-MA_CROSS-4,BUY,FLAT,0.00,100000.00,1754521980000000000,2025-08-06 23:13:00+00:00,1754527560000000000,2025-08-07 00:46:00+00:00,5580000000000,1.1661299999990002,1.165300000001,['4.66 USD'],-0.00071,-87.66 USD,True
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-001,O-20250807-041100-001-MA_CROSS-5,O-20250807-111600-001-MA_CROSS-8,BUY,FLAT,0.00,100000.00,1754539860000000000,2025-08-07 04:11:00+00:00,1754565360000000000,2025-08-07 11:16:00+00:00,25500000000000,1.1669999999990002,1.1657900000010002,['4.66 USD'],-0.00104,-125.66 USD,True
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-001,O-20250807-203100-001-MA_CROSS-9,O-20250808-043100-001-MA_CROSS-12,BUY,FLAT,0.00,100000.00,1754598660000000000,2025-08-07 20:31:00+00:00,1754627460000000000,2025-08-08 04:31:00+00:00,28800000000000,1.166709999999,1.165810000001,['4.66 USD'],-0.00077,-94.66 USD,True
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-001,O-20250808-134300-001-MA_CROSS-13,O-20250808-195000-001-MA_CROSS-16,BUY,FLAT,0.00,100000.00,1754660580000000000,2025-08-08 13:43:00+00:00,1754682600000000000,2025-08-08 19:50:00+00:00,22020000000000,1.165049999999,1.1640500000010001,['4.66 USD'],-0.00086,-104.66 USD,True
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-001,O-20250811-021100-001-MA_CROSS-17,O-20250811-080100-001-MA_CROSS-20,BUY,FLAT,0.00,100000.00,1754878260000000000,2025-08-11 02:11:00+00:00,1754899260000000000,2025-08-11 08:01:00+00:00,21000000000000,1.166509999999,1.164690000001,['4.66 USD'],-0.00156,-186.66 USD,True
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-001,O-20250811-214600-001-MA_CROSS-21,O-20250812-070100-001-MA_CROSS-24,BUY,FLAT,0.00,100000.00,1754948760000000000,2025-08-11 21:46:00+00:00,1754982060000000000,2025-08-12 07:01:00+00:00,33300000000000,1.1615199999990002,1.1609700000010001,['4.64 USD'],-0.00047,-59.64 USD,True
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-001,O-20250812-130200-001-MA_CROSS-25,O-20250812-130200-001-MA_CROSS-26,BUY,FLAT,0.00,100000.00,1755003720000000000,2025-08-12 13:02:00+00:00,1755005520000000000,2025-08-12 13:32:00+00:00,1800000000000,1.163799999999,1.1617800000010001,['4.65 USD'],-0.00174,-206.65 USD,True
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-001,O-20250813-165700-001-MA_CROSS-28,O-20250813-225700-001-MA_CROSS-31,SELL,FLAT,0.00,100000.00,1755104220000000000,2025-08-13 16:57:00+00:00,1755125820000000000,2025-08-13 22:57:00+00:00,21600000000000,1.170860000001,1.1706999999990002,['4.68 USD'],0.00014,11.32 USD,True
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-001,O-20250814-023700-001-MA_CROSS-32,O-20250814-103700-001-MA_CROSS-35,SELL,FLAT,0.00,100000.00,1755139020000000000,2025-08-14 02:37:00+00:00,1755167820000000000,2025-08-14 10:37:00+00:00,28800000000000,1.1701900000010002,1.1694799999990002,['4.68 USD'],0.00061,66.32 USD,True
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-001,O-20250814-123900-001-MA_CROSS-36,O-20250814-192500-001-MA_CROSS-39,SELL,FLAT,0.00,100000.00,1755175140000000000,2025-08-14 12:39:00+00:00,1755199500000000000,2025-08-14 19:25:00+00:00,24360000000000,1.166980000001,1.164649999999,['4.66 USD'],0.002,228.34 USD,True
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-001,O-20250815-173100-001-MA_CROSS-40,O-20250817-213100-001-MA_CROSS-43,SELL,FLAT,0.00,100000.00,1755279060000000000,2025-08-15 17:31:00+00:00,1755466260000000000,2025-08-17 21:31:00+00:00,187200000000000,1.170050000001,1.1711299999990001,['4.68 USD'],-0.00092,-112.68 USD,True
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-001,O-20250818-011500-001-MA_CROSS-44,O-20250818-060100-001-MA_CROSS-47,SELL,FLAT,0.00,100000.00,1755479700000000000,2025-08-18 01:15:00+00:00,1755496860000000000,2025-08-18 06:01:00+00:00,17160000000000,1.169730000001,1.1706999999990002,['4.68 USD'],-0.00083,-101.68 USD,True
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-001,O-20250818-063500-001-MA_CROSS-48,O-20250818-234600-001-MA_CROSS-51,SELL,FLAT,0.00,100000.00,1755498900000000000,2025-08-18 06:35:00+00:00,1755560760000000000,2025-08-18 23:46:00+00:00,61860000000000,1.169740000001,1.166579999999,['4.67 USD'],0.0027,311.33 USD,True
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-001,O-20250819-011800-001-MA_CROSS-52,O-20250819-064800-001-MA_CROSS-55,SELL,FLAT,0.00,100000.00,1755566280000000000,2025-08-19 01:18:00+00:00,1755586080000000000,2025-08-19 06:48:00+00:00,19800000000000,1.165670000001,1.1671699999990002,['4.66 USD'],-0.00129,-154.66 USD,True
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-001,O-20250819-141600-001-MA_CROSS-56,O-20250820-080100-001-MA_CROSS-59,SELL,FLAT,0.00,100000.00,1755612960000000000,2025-08-19 14:16:00+00:00,1755676860000000000,2025-08-20 08:01:00+00:00,63900000000000,1.1669400000010002,1.164589999999,['4.66 USD'],0.00201,230.34 USD,True
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-001,O-20250820-195800-001-MA_CROSS-60,O-20250821-075200-001-MA_CROSS-63,SELL,FLAT,0.00,100000.00,1755719880000000000,2025-08-20 19:58:00+00:00,1755762720000000000,2025-08-21 07:52:00+00:00,42840000000000,1.1652800000010002,1.165799999999,['4.66 USD'],-0.00045,-56.66 USD,True
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-001,O-20250821-113700-001-MA_CROSS-64,O-20250821-224600-001-MA_CROSS-67,SELL,FLAT,0.00,100000.00,1755776220000000000,2025-08-21 11:37:00+00:00,1755816360000000000,2025-08-21 22:46:00+00:00,40140000000000,1.1648300000010001,1.161249999999,['4.65 USD'],0.00307,353.35 USD,True
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-001,O-20250822-020100-001-MA_CROSS-68,O-20250822-072200-001-MA_CROSS-71,SELL,FLAT,0.00,100000.00,1755828060000000000,2025-08-22 02:01:00+00:00,1755847320000000000,2025-08-22 07:22:00+00:00,19260000000000,1.1606300000010001,1.159779999999,['4.64 USD'],0.00073,80.36 USD,True
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-001,O-20250822-191300-001-MA_CROSS-72,O-20250825-064000-001-MA_CROSS-75,SELL,FLAT,0.00,100000.00,1755889980000000000,2025-08-22 19:13:00+00:00,1756104000000000000,2025-08-25 06:40:00+00:00,214020000000000,1.171780000001,1.1715499999990002,['4.68 USD'],0.0002,18.32 USD,True
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-001,O-20250825-092700-001-MA_CROSS-76,O-20250826-014600-001-MA_CROSS-79,SELL,FLAT,0.00,100000.00,1756114020000000000,2025-08-25 09:27:00+00:00,1756172760000000000,2025-08-26 01:46:00+00:00,58740000000000,1.169940000001,1.1641099999990001,['4.67 USD'],0.00498,578.33 USD,True
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-001,O-20250826-070900-001-MA_CROSS-80,O-20250826-070900-001-MA_CROSS-81,SELL,FLAT,0.00,100000.00,1756192140000000000,2025-08-26 07:09:00+00:00,1756200060000000000,2025-08-26 09:21:00+00:00,7920000000000,1.161840000001,1.163859999999,['4.65 USD'],-0.00174,-206.65 USD,True
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-001,O-20250826-101600-001-MA_CROSS-83,O-20250826-181000-001-MA_CROSS-86,BUY,FLAT,0.00,100000.00,1756203360000000000,2025-08-26 10:16:00+00:00,1756231800000000000,2025-08-26 18:10:00+00:00,28440000000000,1.164349999999,1.1635900000009998,['4.66 USD'],-0.00065,-80.66 USD,True
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-001,O-20250827-152600-001-MA_CROSS-87,O-20250828-040500-001-MA_CROSS-90,BUY,FLAT,0.00,100000.00,1756308360000000000,2025-08-27 15:26:00+00:00,1756353900000000000,2025-08-28 04:05:00+00:00,45540000000000,1.1606999999990002,1.164110000001,['4.65 USD'],0.00294,336.35 USD,True
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-001,O-20250828-091300-001-MA_CROSS-91,O-20250828-152900-001-MA_CROSS-94,BUY,FLAT,0.00,100000.00,1756372380000000000,2025-08-28 09:13:00+00:00,1756394940000000000,2025-08-28 15:29:00+00:00,22560000000000,1.164679999999,1.1664000000010002,['4.66 USD'],0.00148,167.34 USD,True
