trader_id,strategy_id,instrument_id,venue_order_id,position_id,account_id,last_trade_id,type,side,quantity,time_in_force,is_reduce_only,is_quote_quantity,filled_qty,liquidity_side,avg_px,slippage,commissions,emulation_trigger,status,contingency_type,order_list_id,linked_order_ids,parent_order_id,exec_algorithm_id,exec_algorithm_params,exec_spawn_id,tags,init_id,ts_init,ts_last
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-001,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-167,MARKET,BUY,100000.00,GTC,False,False,100000.00,TAKER,1.1732949999997502,0.0,['2.35 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,['MA_CROSS'],a2c16dc3-cbb1-4770-b3d3-160d0b2cccc5,1759363200000000000,1759363200000000000
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-002,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-214,MARKET,SELL,100000.00,GTC,True,False,100000.00,TAKER,1.17268500000025,0.0,['2.35 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,3fe37751-3dd0-4165-8e70-15e22d7556fd,1759365900000000000,1759365900000000000
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-003,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-216,MARKET,SELL,100000.00,GTC,False,False,100000.00,TAKER,1.17268500000025,0.0,['2.35 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,['MA_CROSS'],839f021c-4c5e-49b2-8ede-8dee99c0ac2d,1759365900000000000,1759365900000000000
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-004,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-338,MARKET,BUY,100000.00,GTC,True,False,100000.00,TAKER,1.1738349999997502,0.0,['2.35 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,3ff31021-5a48-4b32-9445-bb24a5739a5f,1759373100000000000,1759373100000000000
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-005,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-340,MARKET,BUY,100000.00,GTC,False,False,100000.00,TAKER,1.1738349999997502,0.0,['2.35 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,['MA_CROSS'],9f28a843-064b-4456-853b-15ce08ad3d33,1759373100000000000,1759373100000000000
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-006,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-522,MARKET,SELL,100000.00,GTC,True,False,100000.00,TAKER,1.17347500000025,0.0,['2.35 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,731ffead-6948-4d17-85b0-d368972d58a3,1759383900000000000,1759383900000000000
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-007,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-524,MARKET,SELL,100000.00,GTC,False,False,100000.00,TAKER,1.17347500000025,0.0,['2.35 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,['MA_CROSS'],1c8c953a-e5c7-4bda-87f4-e7db9ce59f65,1759383900000000000,1759383900000000000
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-008,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-556,MARKET,BUY,100000.00,GTC,True,False,100000.00,TAKER,1.1742049999997501,0.0,['2.35 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,97566216-b2d7-4413-b335-28d4078a21da,1759385700000000000,1759385700000000000
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-009,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-558,MARKET,BUY,100000.00,GTC,False,False,100000.00,TAKER,1.1742049999997501,0.0,['2.35 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,['MA_CROSS'],8d934e0b-9663-448c-a534-3f262c71d2ae,1759385700000000000,1759385700000000000
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-010,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-1025,MARKET,SELL,100000.00,GTC,True,False,100000.00,TAKER,1.1722250000002503,0.0,['2.34 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,e47bd007-ebb2-493b-8de8-534e1bd1b200,1759413600000000000,1759413600000000000
