trader_id,strategy_id,instrument_id,venue_order_id,position_id,account_id,last_trade_id,type,side,quantity,price,time_in_force,expire_time_ns,filled_qty,liquidity_side,avg_px,slippage,commissions,status,is_post_only,is_reduce_only,is_quote_quantity,display_qty,emulation_trigger,trigger_instrument_id,contingency_type,order_list_id,linked_order_ids,parent_order_id,exec_algorithm_id,exec_algorithm_params,exec_spawn_id,tags,init_id,ts_init,ts_last,trigger_price,trigger_type
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-001,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-858,LIMIT,SELL,100000.00,1.03134,GTC,,100000.00,MAKER,1.03134,0.0,['2.06 USD'],FILLED,False,False,False,,NO_TRIGGER,,OTO,OL-20250102-141500-001-MA_CROSS-1,"['O-20250102-141500-001-MA_CROSS-2', 'O-20250102-141500-001-MA_CROSS-3']",,,,,['MA_CROSS'],fcb1177e-8bb9-4d8f-8433-03c06111f2f5,1735827300000000000,1735827360000000000,,
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-002,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,,STOP_MARKET,BUY,99999.99,,GTC,,0.00,NO_LIQUIDITY_SIDE,,,,CANCELED,,True,False,,NO_TRIGGER,,OUO,OL-20250102-141500-001-MA_CROSS-1,['O-20250102-141500-001-MA_CROSS-3'],O-20250102-141500-001-MA_CROSS-1,,,,['MA_CROSS_SL'],c7c8eeae-8523-4825-8e26-55b6e595eafb,1735827300000000000,1735833780000000000,1.03384,DEFAULT
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-003,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-967,LIMIT,BUY,100000.00,1.02634,GTC,,100000.00,MAKER,1.0263400000000003,2.220446049250313e-16,['2.05 USD'],FILLED,True,True,False,,NO_TRIGGER,,OUO,OL-20250102-141500-001-MA_CROSS-1,['O-20250102-141500-001-MA_CROSS-2'],O-20250102-141500-001-MA_CROSS-1,,,,['MA_CROSS_TP'],d16e95f1-4c89-412a-bb86-a613112cd964,1735827300000000000,1735833780000000000,,
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-004,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-2661,LIMIT,BUY,100000.00,1.03067,GTC,,100000.00,TAKER,1.03032499999975,-0.00034500000025006194,['2.06 USD'],FILLED,False,False,False,,NO_TRIGGER,,OTO,OL-20250103-203000-001-MA_CROSS-2,"['O-20250103-203000-001-MA_CROSS-5', 'O-20250103-203000-001-MA_CROSS-6']",,,,,['MA_CROSS'],55360627-009b-44e6-8404-1fe810b96b33,1735936200000000000,1735936200000000000,,
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-005,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,,STOP_MARKET,SELL,99999.99,,GTC,,0.00,NO_LIQUIDITY_SIDE,,,,CANCELED,,True,False,,NO_TRIGGER,,OUO,OL-20250103-203000-001-MA_CROSS-2,['O-20250103-203000-001-MA_CROSS-6'],O-20250103-203000-001-MA_CROSS-4,,,,['MA_CROSS_SL'],ffc4efea-f883-412c-bacc-008fb6adf4b8,1735936200000000000,1736154300000000000,1.02817,DEFAULT
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-006,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-3403,LIMIT,SELL,100000.00,1.03567,GTC,,100000.00,MAKER,1.03567,0.0,['2.07 USD'],FILLED,True,True,False,,NO_TRIGGER,,OUO,OL-20250103-203000-001-MA_CROSS-2,['O-20250103-203000-001-MA_CROSS-5'],O-20250103-203000-001-MA_CROSS-4,,,,['MA_CROSS_TP'],43fd1bac-3781-4ad5-8f1a-014056a7f1c8,1735936200000000000,1736154300000000000,,
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-007,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-5606,LIMIT,SELL,100000.00,1.03407,GTC,,100000.00,MAKER,1.03407,0.0,['2.07 USD'],FILLED,False,False,False,,NO_TRIGGER,,OTO,OL-20250107-220000-001-MA_CROSS-3,"['O-20250107-220000-001-MA_CROSS-8', 'O-20250107-220000-001-MA_CROSS-9']",,,,,['MA_CROSS'],539a5916-efd0-4d94-a00b-85807485bfa1,1736287200000000000,1736288160000000000,,
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-008,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,,STOP_MARKET,BUY,99999.99,,GTC,,0.00,NO_LIQUIDITY_SIDE,,,,CANCELED,,True,False,,NO_TRIGGER,,OUO,OL-20250107-220000-001-MA_CROSS-3,['O-20250107-220000-001-MA_CROSS-9'],O-20250107-220000-001-MA_CROSS-7,,,,['MA_CROSS_SL'],dce08ddc-2dcc-4a48-b61d-a5d5b6a960e1,1736287200000000000,1736335920000000000,1.03657,DEFAULT
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-009,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-6404,LIMIT,BUY,100000.00,1.02907,GTC,,100000.00,MAKER,1.02907,0.0,['2.06 USD'],FILLED,True,True,False,,NO_TRIGGER,,OUO,OL-20250107-220000-001-MA_CROSS-3,['O-20250107-220000-001-MA_CROSS-8'],O-20250107-220000-001-MA_CROSS-7,,,,['MA_CROSS_TP'],cbf65e3c-8508-43ef-90ee-6ed99caaaf80,1736287200000000000,1736335920000000000,,
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-010,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-11721,LIMIT,BUY,100000.00,1.02496,GTC,,100000.00,MAKER,1.02496,0.0,['2.05 USD'],FILLED,False,False,False,,NO_TRIGGER,,OTO,OL-20250114-044500-001-MA_CROSS-4,"['O-20250114-044500-001-MA_CROSS-11', 'O-20250114-044500-001-MA_CROSS-12']",,,,,['MA_CROSS'],2c740f76-8dd1-48fc-bb84-901da1149462,1736829900000000000,1736831220000000000,,
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-011,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,,STOP_MARKET,SELL,99999.99,,GTC,,0.00,NO_LIQUIDITY_SIDE,,,,CANCELED,,True,False,,NO_TRIGGER,,OUO,OL-20250114-044500-001-MA_CROSS-4,['O-20250114-044500-001-MA_CROSS-12'],O-20250114-044500-001-MA_CROSS-10,,,,['MA_CROSS_SL'],5de29b45-af63-4987-b630-d701d5b3cc0c,1736829900000000000,1736871000000000000,1.02246,DEFAULT
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-012,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-12386,LIMIT,SELL,100000.00,1.02996,GTC,,100000.00,MAKER,1.02996,0.0,['2.06 USD'],FILLED,True,True,False,,NO_TRIGGER,,OUO,OL-20250114-044500-001-MA_CROSS-4,['O-20250114-044500-001-MA_CROSS-11'],O-20250114-044500-001-MA_CROSS-10,,,,['MA_CROSS_TP'],78357fc5-145e-4352-8488-6ffb8d6e92a8,1736829900000000000,1736871000000000000,,
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-013,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-14423,LIMIT,SELL,100000.00,1.02896,GTC,,100000.00,MAKER,1.02896,0.0,['2.06 USD'],FILLED,False,False,False,,NO_TRIGGER,,OTO,OL-20250116-021500-001-MA_CROSS-5,"['O-20250116-021500-001-MA_CROSS-14', 'O-20250116-021500-001-MA_CROSS-15']",,,,,['MA_CROSS'],46ce6575-e23c-4e16-9e5e-f4fcb34f3e18,1736993700000000000,1736994780000000000,,
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-014,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-15320,STOP_MARKET,BUY,100000.00,,GTC,,100000.00,TAKER,1.03146499999975,4.999999750010531e-06,['2.06 USD'],FILLED,,True,False,,NO_TRIGGER,,OUO,OL-20250116-021500-001-MA_CROSS-5,['O-20250116-021500-001-MA_CROSS-15'],O-20250116-021500-001-MA_CROSS-13,,,,['MA_CROSS_SL'],ed918b5e-6395-4063-b581-753e17cee267,1736993700000000000,1737048480000000000,1.03146,DEFAULT
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-015,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,,LIMIT,BUY,99999.99,1.02396,GTC,,0.00,NO_LIQUIDITY_SIDE,,,,CANCELED,True,True,False,,NO_TRIGGER,,OUO,OL-20250116-021500-001-MA_CROSS-5,['O-20250116-021500-001-MA_CROSS-14'],O-20250116-021500-001-MA_CROSS-13,,,,['MA_CROSS_TP'],8f261571-14e3-4a28-951c-24ce14148d55,1736993700000000000,1737048480000000000,,
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-016,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-15714,LIMIT,BUY,100000.00,1.03015,GTC,,100000.00,TAKER,1.0299249999997502,-0.0002250000002497199,['2.06 USD'],FILLED,False,False,False,,NO_TRIGGER,,OTO,OL-20250117-001500-001-MA_CROSS-6,"['O-20250117-001500-001-MA_CROSS-17', 'O-20250117-001500-001-MA_CROSS-18']",,,,,['MA_CROSS'],5e1745f4-d77d-46ae-86c8-bb5aa114221a,1737072900000000000,1737072900000000000,,
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-017,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-16556,STOP_MARKET,SELL,100000.00,,GTC,,100000.00,TAKER,1.0276450000002502,4.999999749788486e-06,['2.06 USD'],FILLED,,True,False,,NO_TRIGGER,,OUO,OL-20250117-001500-001-MA_CROSS-6,['O-20250117-001500-001-MA_CROSS-18'],O-20250117-001500-001-MA_CROSS-16,,,,['MA_CROSS_SL'],d5412648-1d7f-4781-9602-490739a4ec6b,1737072900000000000,1737123300000000000,1.02765,DEFAULT
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-018,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,,LIMIT,SELL,99999.99,1.03515,GTC,,0.00,NO_LIQUIDITY_SIDE,,,,CANCELED,True,True,False,,NO_TRIGGER,,OUO,OL-20250117-001500-001-MA_CROSS-6,['O-20250117-001500-001-MA_CROSS-17'],O-20250117-001500-001-MA_CROSS-16,,,,['MA_CROSS_TP'],9250b642-4551-4974-82b2-3dcd8c1d7e97,1737072900000000000,1737123300000000000,,
