trader_id,strategy_id,instrument_id,venue_order_id,position_id,account_id,last_trade_id,type,side,quantity,time_in_force,is_reduce_only,is_quote_quantity,filled_qty,liquidity_side,avg_px,slippage,commissions,emulation_trigger,status,contingency_type,order_list_id,linked_order_ids,parent_order_id,exec_algorithm_id,exec_algorithm_params,exec_spawn_id,tags,init_id,ts_init,ts_last
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-001,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-013,MARKET,SELL,100000.00,GTC,False,False,100000.00,TAKER,1.1729050000002499,0.0,['2.35 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,['MA_CROSS'],0db43188-a165-4ca1-85f6-1cfdee229af3,1759353960000000000,1759353960000000000
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-002,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-021,MARKET,BUY,100000.00,GTC,True,False,100000.00,TAKER,1.17333499999975,0.0,['2.35 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,226f23bb-0b6b-4c27-a72a-933d00036627,1759354320000000000,1759354320000000000
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-003,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-023,MARKET,BUY,100000.00,GTC,False,False,100000.00,TAKER,1.17333499999975,0.0,['2.35 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,['MA_CROSS'],39b4715d-7dbd-4f05-87b9-49d3f52a9068,1759354320000000000,1759354320000000000
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-004,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-136,MARKET,SELL,100000.00,GTC,True,False,100000.00,TAKER,1.17345500000025,0.0,['2.35 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,503cf87d-9151-4caf-9498-ad619de08264,1759360980000000000,1759360980000000000
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-005,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-138,MARKET,SELL,100000.00,GTC,False,False,100000.00,TAKER,1.17345500000025,0.0,['2.35 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,['MA_CROSS'],66fac920-ffcd-4817-8484-ab0dd4d18386,1759360980000000000,1759360980000000000
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-006,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-148,MARKET,BUY,100000.00,GTC,True,False,100000.00,TAKER,1.17359499999975,0.0,['2.35 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,733f7494-7ea4-4d8c-82eb-5d6e2355cd8d,1759361460000000000,1759361460000000000
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-007,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-150,MARKET,BUY,100000.00,GTC,False,False,100000.00,TAKER,1.17359499999975,0.0,['2.35 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,['MA_CROSS'],b6bd0bc9-62c9-4658-99df-620aa07b484b,1759361460000000000,1759361460000000000
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-008,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-174,MARKET,SELL,100000.00,GTC,True,False,100000.00,TAKER,1.1733550000002502,0.0,['2.35 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,74bb2f43-804f-4996-b388-51b0a3eecf4c,1759362780000000000,1759362780000000000
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-009,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-176,MARKET,SELL,100000.00,GTC,False,False,100000.00,TAKER,1.1733550000002502,0.0,['2.35 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,['MA_CROSS'],bb99a374-d3f4-4657-9c2e-d094be17330e,1759362780000000000,1759362780000000000
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-010,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-240,MARKET,BUY,100000.00,GTC,True,False,100000.00,TAKER,1.1728449999997501,0.0,['2.35 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,28580eee-79d0-4ae8-98ae-2fca04f7010a,1759366500000000000,1759366500000000000
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-011,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-242,MARKET,BUY,100000.00,GTC,False,False,100000.00,TAKER,1.1728449999997501,0.0,['2.35 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,['MA_CROSS'],cc2d7b10-4af2-4d82-ab5e-39ee9c9a472b,1759366500000000000,1759366500000000000
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-012,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-259,MARKET,SELL,100000.00,GTC,True,False,100000.00,TAKER,1.1728350000002503,0.0,['2.35 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,3264d61d-8a3a-4a4e-9392-c79214d233b7,1759367400000000000,1759367400000000000
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-013,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-261,MARKET,SELL,100000.00,GTC,False,False,100000.00,TAKER,1.1728350000002503,0.0,['2.35 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,['MA_CROSS'],aac33b9e-aafa-48fe-aadf-658dd2c0c2ee,1759367400000000000,1759367400000000000
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-014,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-267,MARKET,BUY,100000.00,GTC,True,False,100000.00,TAKER,1.17289499999975,0.0,['2.35 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,9e49903f-2bf7-4fe7-91f4-7830eb42c7fc,1759367640000000000,1759367640000000000
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-015,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-269,MARKET,BUY,100000.00,GTC,False,False,100000.00,TAKER,1.17289499999975,0.0,['2.35 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,['MA_CROSS'],6f3801d7-3550-4db1-bf79-48521eb8f604,1759367640000000000,1759367640000000000
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-016,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-344,MARKET,SELL,100000.00,GTC,True,False,100000.00,TAKER,1.17383500000025,0.0,['2.35 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,2d61c4e7-33ff-4c0c-aef7-de9876f28b7c,1759372020000000000,1759372020000000000
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-017,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-346,MARKET,SELL,100000.00,GTC,False,False,100000.00,TAKER,1.17383500000025,0.0,['2.35 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,['MA_CROSS'],2bea52e4-5878-4797-aa98-9b35fbdc571a,1759372020000000000,1759372020000000000
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-018,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-354,MARKET,BUY,100000.00,GTC,True,False,100000.00,TAKER,1.17399499999975,0.0,['2.35 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,57be45b3-40aa-403e-a6c5-9b75c530e442,1759372380000000000,1759372380000000000
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-019,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-356,MARKET,BUY,100000.00,GTC,False,False,100000.00,TAKER,1.17399499999975,0.0,['2.35 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,['MA_CROSS'],0d5fbcef-26f1-457d-9e10-aeec3cbb9b21,1759372380000000000,1759372380000000000
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-020,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-367,MARKET,SELL,100000.00,GTC,True,False,100000.00,TAKER,1.1738450000002503,0.0,['2.35 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,dbca1397-517b-4b56-b28b-c971c1c322e8,1759372920000000000,1759372920000000000
