trader_id,strategy_id,instrument_id,account_id,opening_order_id,closing_order_id,entry,side,quantity,peak_qty,ts_init,ts_opened,ts_last,ts_closed,duration_ns,avg_px_open,avg_px_close,commissions,realized_return,realized_pnl,is_snapshot
BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-001,O-20250102-110000-001-V2-1,O-20250102-110000-001-V2-3,BUY,FLAT,0.00,100000.00,1735815600000000000,2025-01-02 11:00:00+00:00,1735816200000000000,2025-01-02 11:10:00+00:00,600000000000.0,1.03168,1.03285,['4.13 USD'],0.00113,112.87 USD,True
BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-001,O-20250102-111500-001-V2-4,O-20250102-111500-001-V2-5,BUY,FLAT,0.00,100000.00,1735816500000000000,2025-01-02 11:15:00+00:00,1735817580000000000,2025-01-02 11:33:00+00:00,1080000000000.0,1.03311,1.03194,['4.13 USD'],-0.00113,-121.13 USD,True
BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-001,O-20250102-114500-001-V2-7,O-20250102-114500-001-V2-8,BUY,FLAT,0.00,100000.00,1735818300000000000,2025-01-02 11:45:00+00:00,1735824660000000000,2025-01-02 13:31:00+00:00,6360000000000.0,1.03241,1.03113,['4.12 USD'],-0.00124,-132.12 USD,True
BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-001,O-20250102-140000-001-V2-10,O-20250102-140000-001-V2-11,BUY,FLAT,0.00,100000.00,1735826400000000000,2025-01-02 14:00:00+00:00,1735830240000000000,2025-01-02 15:04:00+00:00,3840000000000.0,1.03134,1.0301,['4.12 USD'],-0.0012,-128.12 USD,True
BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-001,O-20250102-153000-001-V2-13,O-20250102-153000-001-V2-14,BUY,FLAT,0.00,100000.00,1735831800000000000,2025-01-02 15:30:00+00:00,1735833600000000000,2025-01-02 16:00:00+00:00,1800000000000.0,1.02857,1.02725,['4.11 USD'],-0.00128,-136.11 USD,True
BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-001,O-20250102-160000-001-V2-16,O-20250102-160000-001-V2-17,BUY,FLAT,0.00,100000.00,1735833600000000000,2025-01-02 16:00:00+00:00,1735833840000000000,2025-01-02 16:04:00+00:00,240000000000.0,1.02744,1.02292,['4.10 USD'],-0.0044,-456.10 USD,True
BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-001,O-20250102-161500-001-V2-19,O-20250102-161500-001-V2-21,BUY,FLAT,0.00,100000.00,1735834500000000000,2025-01-02 16:15:00+00:00,1735887360000000000,2025-01-03 06:56:00+00:00,52860000000000.0,1.02576,1.02786,['4.11 USD'],0.00205,205.89 USD,True
BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-001,O-20250103-080000-001-V2-22,O-20250103-080000-001-V2-24,BUY,FLAT,0.00,100000.00,1735891200000000000,2025-01-03 08:00:00+00:00,1735891260000000000,2025-01-03 08:01:00+00:00,60000000000.0,1.02809,1.0287,['4.12 USD'],0.00059,56.88 USD,True
BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-001,O-20250103-081500-001-V2-25,O-20250103-081500-001-V2-26,BUY,FLAT,0.00,100000.00,1735892100000000000,2025-01-03 08:15:00+00:00,1735893120000000000,2025-01-03 08:32:00+00:00,1020000000000.0,1.02846,1.02781,['4.12 USD'],-0.00063,-69.12 USD,True
BACKTESTER-001,MLSignalStrategyV2-V2,EUR/USD.IDEALPRO,IDEALPRO-001,O-20250103-140000-001-V2-28,O-20250103-140000-001-V2-30,BUY,FLAT,0.00,100000.00,1735912800000000000,2025-01-03 14:00:00+00:00,1735916340000000000,2025-01-03 14:59:00+00:00,3540000000000.0,1.02933,1.03017,['4.12 USD'],0.00082,79.88 USD,True
