entry_month,pnl,trades,win_rate
2025-01,1481.93,190,52.11
2025-02,1710.44,162,59.88
2025-03,3195.76,201,57.71
2025-04,13136.16,235,61.28
2025-05,4465.75,181,57.46
2025-06,648.24,201,51.24
2025-07,1290.42,209,51.67
2025-08,-27.63,30,46.67
2025-10,1262.68,73,57.53
2025-11,-1121.63,100,41.0
2025-12,539.93,53,54.72
