entry_month,pnl,trades,win_rate
2025-01,2753.35,116,66.38
2025-02,3648.48,98,76.53
2025-03,2984.28,120,67.5
2025-04,13980.21,154,75.32
2025-05,4536.81,114,71.05
2025-06,79.61,123,60.16
2025-07,4269.15,139,70.5
2025-08,636.84,21,61.9
2025-10,1324.19,49,69.39
2025-11,-82.49,55,58.18
2025-12,613.91,26,73.08
