hour_EST,Monday,Tuesday,Wednesday,Thursday,Friday,Sunday
0,0.0,596.0,383.6,-17.4,567.3,0.0
1,500.0,0.0,574.8,0.0,392.6,0.0
2,-224.1,0.0,0.0,259.0,0.0,0.0
3,174.8,1020.2,-65.3,0.0,-291.9,0.0
4,599.5,388.1,1286.0,0.0,0.0,0.0
5,0.0,308.2,0.0,438.0,112.5,0.0
6,983.0,1113.0,112.1,-710.0,119.9,0.0
7,353.6,-118.6,847.6,0.0,0.0,0.0
8,314.3,62.9,0.0,2080.5,0.0,0.0
9,483.1,0.0,0.0,217.2,3031.7,0.0
10,1053.8,303.9,855.4,629.9,0.0,0.0
11,274.9,0.0,0.0,1390.7,2666.8,0.0
12,0.0,593.2,-114.6,0.0,326.4,0.0
13,520.4,410.2,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,149.7,0.0,0.0
15,457.0,0.0,0.0,853.7,0.0,0.0
16,1418.9,211.2,484.5,0.0,1223.4,0.0
17,0.0,0.0,397.7,69.7,0.0,655.9
18,123.4,-1.8,60.4,0.0,0.0,1120.3
19,168.2,337.0,-55.7,291.6,0.0,252.2
20,95.8,0.0,412.9,0.0,0.0,0.0
21,592.0,0.0,0.0,-327.5,0.0,0.0
22,312.9,536.7,0.0,45.9,0.0,-362.8
23,0.0,296.9,233.2,-111.8,0.0,0.0
