hour_EST,pnl,trades,win_rate
0,656.53,45,66.67
1,1478.83,41,73.17
2,-15.57,40,60.0
3,-311.09,106,61.32
4,2200.76,62,66.13
5,1891.48,54,70.37
6,2066.9,81,65.43
7,1204.91,38,68.42
8,3533.74,64,71.88
9,3795.64,56,71.43
10,2622.62,71,64.79
11,3782.41,57,71.93
12,799.65,62,61.29
13,882.66,34,67.65
14,899.87,23,65.22
15,1475.25,24,75.0
16,2870.85,82,69.51
17,887.39,46,67.39
18,1280.14,57,68.42
19,287.4,58,63.79
20,149.6,46,58.7
21,29.88,42,69.05
22,1593.21,72,65.28
23,1549.48,52,71.15
