hour_EST,Monday,Tuesday,Wednesday,Thursday,Friday,Sunday
0,0.0,72.72727272727273,71.42857142857143,57.14285714285714,54.54545454545454,0.0
1,71.42857142857143,0.0,30.0,0.0,50.0,0.0
2,55.55555555555556,0.0,0.0,52.17391304347826,0.0,0.0
3,44.0,77.77777777777779,52.94117647058824,0.0,60.0,0.0
4,53.84615384615385,57.14285714285714,71.42857142857143,0.0,0.0,0.0
5,0.0,55.55555555555556,0.0,53.84615384615385,55.00000000000001,0.0
6,55.55555555555556,61.53846153846154,53.84615384615385,50.0,27.27272727272727,0.0
7,57.14285714285714,53.333333333333336,50.0,0.0,0.0,0.0
8,59.09090909090909,30.0,0.0,41.66666666666667,0.0,0.0
9,62.5,0.0,0.0,61.111111111111114,70.58823529411765,0.0
10,62.5,53.84615384615385,46.15384615384615,60.0,0.0,0.0
11,52.94117647058824,0.0,0.0,66.66666666666666,70.58823529411765,0.0
12,0.0,50.0,42.857142857142854,0.0,60.0,0.0
13,50.0,70.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,54.166666666666664,0.0,0.0
15,43.75,0.0,0.0,91.66666666666666,0.0,0.0
16,70.58823529411765,57.14285714285714,57.14285714285714,0.0,55.55555555555556,0.0
17,0.0,0.0,62.5,46.15384615384615,0.0,56.666666666666664
18,46.666666666666664,46.666666666666664,83.33333333333334,0.0,0.0,56.25
19,42.857142857142854,45.45454545454545,52.38095238095239,58.333333333333336,0.0,63.1578947368421
20,55.00000000000001,0.0,52.38095238095239,0.0,0.0,0.0
21,54.166666666666664,0.0,0.0,55.00000000000001,0.0,0.0
22,43.75,52.0,0.0,55.55555555555556,0.0,54.54545454545454
23,0.0,76.92307692307693,71.42857142857143,53.84615384615385,0.0,0.0
