hour_EST,pnl,trades,win_rate
0,692.28,70,48.57
1,942.37,57,52.63
2,517.55,62,50.0
3,117.09,129,46.51
4,1726.3,85,51.76
5,1473.61,62,53.23
6,-219.33,111,43.24
7,744.48,48,45.83
8,-112.22,86,43.02
9,2802.18,76,50.0
10,2009.12,86,50.0
11,911.45,74,48.65
12,1633.69,83,48.19
13,-599.5,48,39.58
14,1141.6,28,57.14
15,933.25,40,50.0
16,627.28,113,47.79
17,1022.69,69,47.83
18,1778.63,95,53.68
19,-16.59,88,45.45
20,317.77,58,46.55
21,12.08,67,49.25
22,1214.2,107,46.73
23,1334.96,73,56.16
