hour_EST,Monday,Tuesday,Wednesday,Thursday,Friday,Sunday
0,0.0,50.0,55.00000000000001,46.666666666666664,42.10526315789473,0.0
1,55.00000000000001,0.0,50.0,0.0,52.38095238095239,0.0
2,50.0,0.0,0.0,50.0,0.0,0.0
3,36.36363636363637,53.333333333333336,51.85185185185185,0.0,46.15384615384615,0.0
4,47.22222222222222,45.83333333333333,64.0,0.0,0.0,0.0
5,0.0,66.66666666666666,0.0,40.0,55.55555555555556,0.0
6,44.827586206896555,42.10526315789473,50.0,35.0,42.10526315789473,0.0
7,57.14285714285714,38.095238095238095,46.15384615384615,0.0,0.0,0.0
8,53.125,40.0,0.0,35.294117647058826,0.0,0.0
9,37.5,0.0,0.0,55.172413793103445,51.61290322580645,0.0
10,55.172413793103445,40.909090909090914,42.10526315789473,62.5,0.0,0.0
11,47.82608695652174,0.0,0.0,45.83333333333333,51.85185185185185,0.0
12,0.0,50.0,42.857142857142854,0.0,52.17391304347826,0.0
13,33.33333333333333,50.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,57.14285714285714,0.0,0.0
15,47.82608695652174,0.0,0.0,52.94117647058824,0.0,0.0
16,57.14285714285714,50.0,51.42857142857142,0.0,33.33333333333333,0.0
17,0.0,0.0,33.33333333333333,48.0,0.0,53.125
18,55.55555555555556,44.44444444444444,88.88888888888889,0.0,0.0,50.0
19,33.33333333333333,38.46153846153847,36.36363636363637,60.0,0.0,52.38095238095239
20,55.172413793103445,0.0,37.93103448275862,0.0,0.0,0.0
21,50.0,0.0,0.0,48.484848484848484,0.0,0.0
22,46.15384615384615,45.16129032258064,0.0,50.0,0.0,46.666666666666664
23,0.0,61.904761904761905,56.666666666666664,50.0,0.0,0.0
