hour_EST,Monday,Tuesday,Wednesday,Thursday,Friday,Sunday
0,0.0,61.904761904761905,64.0,62.5,42.10526315789473,0.0
1,53.84615384615385,0.0,50.0,0.0,57.14285714285714,0.0
2,64.28571428571429,0.0,0.0,62.5,0.0,0.0
3,48.57142857142857,50.0,62.06896551724138,0.0,53.65853658536586,0.0
4,52.63157894736842,64.28571428571429,65.51724137931035,0.0,0.0,0.0
5,0.0,55.00000000000001,0.0,52.17391304347826,60.0,0.0
6,53.125,48.0,64.28571428571429,58.333333333333336,41.66666666666667,0.0
7,55.55555555555556,65.21739130434783,52.94117647058824,0.0,0.0,0.0
8,60.0,50.0,0.0,40.54054054054054,0.0,0.0
9,47.05882352941176,0.0,0.0,61.111111111111114,51.515151515151516,0.0
10,62.06896551724138,52.0,60.0,78.94736842105263,0.0,0.0
11,57.692307692307686,0.0,0.0,53.84615384615385,60.0,0.0
12,0.0,57.14285714285714,58.06451612903226,0.0,67.85714285714286,0.0
13,41.17647058823529,50.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,56.25,0.0,0.0
15,57.14285714285714,0.0,0.0,60.86956521739131,0.0,0.0
16,68.96551724137932,60.0,58.333333333333336,0.0,50.0,0.0
17,0.0,0.0,50.0,68.96551724137932,0.0,65.78947368421053
18,56.00000000000001,60.0,88.23529411764706,0.0,0.0,58.06451612903226
19,52.94117647058824,58.82352941176471,56.666666666666664,59.375,0.0,61.111111111111114
20,52.63157894736842,0.0,51.28205128205128,0.0,0.0,0.0
21,65.0,0.0,0.0,50.0,0.0,0.0
22,56.25,62.5,0.0,55.172413793103445,0.0,51.515151515151516
23,0.0,55.55555555555556,63.63636363636363,59.25925925925925,0.0,0.0
