timestamp,bar_close_time,signal_type,action,reason,fast_sma,slow_sma
2025-08-07 01:49:00+00:00,2025-08-07 01:50:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.08 pips < 0.7 pips threshold),1.1654231818181815,1.165431081081081
2025-08-07 01:50:00+00:00,2025-08-07 01:51:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.13 pips < 0.7 pips threshold),1.1654250000000002,1.1654384821428572
2025-08-07 01:51:00+00:00,2025-08-07 01:52:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.18 pips < 0.7 pips threshold),1.1654268181818181,1.1654445132743363
2025-08-07 01:52:00+00:00,2025-08-07 01:53:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.21 pips < 0.7 pips threshold),1.1654291818181817,1.1654501754385966
2025-08-07 01:53:00+00:00,2025-08-07 01:54:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.24 pips < 0.7 pips threshold),1.165430818181818,1.1654552173913044
2025-08-07 01:54:00+00:00,2025-08-07 01:55:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.27 pips < 0.7 pips threshold),1.1654320909090907,1.1654587931034486
2025-08-07 01:55:00+00:00,2025-08-07 01:56:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.27 pips < 0.7 pips threshold),1.1654354545454544,1.1654624786324788
2025-08-07 01:56:00+00:00,2025-08-07 01:57:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.27 pips < 0.7 pips threshold),1.1654372727272726,1.1654646610169492
2025-08-07 01:57:00+00:00,2025-08-07 01:58:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.28 pips < 0.7 pips threshold),1.1654401818181817,1.165467731092437
2025-08-07 01:58:00+00:00,2025-08-07 01:59:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.28 pips < 0.7 pips threshold),1.1654415454545453,1.1654698333333333
2025-08-07 01:59:00+00:00,2025-08-07 02:00:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.29 pips < 0.7 pips threshold),1.165443818181818,1.165472396694215
2025-08-07 02:00:00+00:00,2025-08-07 02:01:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.29 pips < 0.7 pips threshold),1.165446909090909,1.165475655737705
2025-08-07 02:01:00+00:00,2025-08-07 02:02:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.30 pips < 0.7 pips threshold),1.165447727272727,1.1654782113821138
2025-08-07 02:02:00+00:00,2025-08-07 02:03:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.32 pips < 0.7 pips threshold),1.1654493636363634,1.165481370967742
2025-08-07 02:03:00+00:00,2025-08-07 02:04:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.34 pips < 0.7 pips threshold),1.1654491818181816,1.1654835200000002
2025-08-07 02:04:00+00:00,2025-08-07 02:05:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.37 pips < 0.7 pips threshold),1.1654484545454546,1.1654851587301591
2025-08-07 02:05:00+00:00,2025-08-07 02:06:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.38 pips < 0.7 pips threshold),1.1654492727272725,1.165487480314961
2025-08-07 02:06:00+00:00,2025-08-07 02:07:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.40 pips < 0.7 pips threshold),1.165449727272727,1.1654894531250004
2025-08-07 02:07:00+00:00,2025-08-07 02:08:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.40 pips < 0.7 pips threshold),1.165451818181818,1.1654919379844966
2025-08-07 02:08:00+00:00,2025-08-07 02:09:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.41 pips < 0.7 pips threshold),1.1654542727272725,1.1654952307692312
2025-08-07 02:09:00+00:00,2025-08-07 02:10:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.42 pips < 0.7 pips threshold),1.1654589090909087,1.1655006106870234
2025-08-07 02:10:00+00:00,2025-08-07 02:11:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.42 pips < 0.7 pips threshold),1.1654649090909088,1.1655071212121215
2025-08-07 02:11:00+00:00,2025-08-07 02:12:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.41 pips < 0.7 pips threshold),1.1654721818181817,1.1655132330827072
2025-08-07 02:12:00+00:00,2025-08-07 02:13:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.38 pips < 0.7 pips threshold),1.1654820909090908,1.1655204477611945
2025-08-07 02:13:00+00:00,2025-08-07 02:14:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.36 pips < 0.7 pips threshold),1.1654917272727274,1.1655276296296302
2025-08-07 02:14:00+00:00,2025-08-07 02:15:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.33 pips < 0.7 pips threshold),1.165500909090909,1.165533970588236
2025-08-07 02:15:00+00:00,2025-08-07 02:16:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.31 pips < 0.7 pips threshold),1.1655091818181817,1.1655400729927012
2025-08-07 02:16:00+00:00,2025-08-07 02:17:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.30 pips < 0.7 pips threshold),1.1655154545454547,1.1655458695652179
2025-08-07 02:17:00+00:00,2025-08-07 02:18:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.29 pips < 0.7 pips threshold),1.1655213636363637,1.1655507913669072
2025-08-07 02:18:00+00:00,2025-08-07 02:19:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.28 pips < 0.7 pips threshold),1.1655272727272727,1.1655555000000006
2025-08-07 02:19:00+00:00,2025-08-07 02:20:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.27 pips < 0.7 pips threshold),1.1655326363636365,1.1655596453900716
2025-08-07 02:20:00+00:00,2025-08-07 02:21:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.24 pips < 0.7 pips threshold),1.1655399090909093,1.165564084507043
2025-08-07 02:21:00+00:00,2025-08-07 02:22:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.21 pips < 0.7 pips threshold),1.165547090909091,1.1655680419580428
2025-08-07 02:22:00+00:00,2025-08-07 02:23:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.17 pips < 0.7 pips threshold),1.1655532727272726,1.1655707638888897
2025-08-07 02:23:00+00:00,2025-08-07 02:24:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.14 pips < 0.7 pips threshold),1.1655579999999999,1.1655724137931043
2025-08-07 02:24:00+00:00,2025-08-07 02:25:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.10 pips < 0.7 pips threshold),1.1655645454545454,1.1655747945205488
2025-08-07 02:25:00+00:00,2025-08-07 02:26:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.07 pips < 0.7 pips threshold),1.1655690909090908,1.1655760544217695
2025-08-07 02:26:00+00:00,2025-08-07 02:27:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.04 pips < 0.7 pips threshold),1.1655732727272725,1.1655772297297307
2025-08-07 02:27:00+00:00,2025-08-07 02:28:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.01 pips < 0.7 pips threshold),1.1655772727272729,1.1655779865771823
2025-08-07 02:28:00+00:00,2025-08-07 02:29:00+00:00,BUY,rejected,crossover_threshold_not_met (diff=0.02 pips < 0.7 pips threshold),1.1655805454545454,1.1655785333333344
2025-08-07 02:29:00+00:00,2025-08-07 02:30:00+00:00,BUY,rejected,crossover_threshold_not_met (diff=0.05 pips < 0.7 pips threshold),1.1655843636363636,1.1655794701986764
2025-08-07 02:30:00+00:00,2025-08-07 02:31:00+00:00,BUY,rejected,crossover_threshold_not_met (diff=0.07 pips < 0.7 pips threshold),1.1655881818181817,1.1655809210526324
2025-08-07 02:31:00+00:00,2025-08-07 02:32:00+00:00,BUY,rejected,crossover_threshold_not_met (diff=0.11 pips < 0.7 pips threshold),1.1655935454545456,1.1655824836601316
2025-08-07 02:32:00+00:00,2025-08-07 02:33:00+00:00,BUY,rejected,crossover_threshold_not_met (diff=0.14 pips < 0.7 pips threshold),1.1655976363636362,1.165583896103897
2025-08-07 02:33:00+00:00,2025-08-07 02:34:00+00:00,BUY,rejected,crossover_threshold_not_met (diff=0.17 pips < 0.7 pips threshold),1.1656021818181819,1.1655850322580652
2025-08-07 02:34:00+00:00,2025-08-07 02:35:00+00:00,BUY,rejected,crossover_threshold_not_met (diff=0.21 pips < 0.7 pips threshold),1.1656064545454545,1.165585705128206
2025-08-07 02:35:00+00:00,2025-08-07 02:36:00+00:00,BUY,rejected,crossover_threshold_not_met (diff=0.24 pips < 0.7 pips threshold),1.1656114545454546,1.1655874522293004
2025-08-07 02:36:00+00:00,2025-08-07 02:37:00+00:00,BUY,rejected,crossover_threshold_not_met (diff=0.28 pips < 0.7 pips threshold),1.1656167272727276,1.165588987341773
2025-08-07 02:37:00+00:00,2025-08-07 02:38:00+00:00,BUY,rejected,crossover_threshold_not_met (diff=0.32 pips < 0.7 pips threshold),1.1656227272727273,1.1655911320754726
2025-08-07 02:38:00+00:00,2025-08-07 02:39:00+00:00,BUY,rejected,crossover_threshold_not_met (diff=0.35 pips < 0.7 pips threshold),1.165628272727273,1.165593437500001
2025-08-07 02:39:00+00:00,2025-08-07 02:40:00+00:00,BUY,rejected,crossover_threshold_not_met (diff=0.38 pips < 0.7 pips threshold),1.165632363636364,1.1655948447204978
2025-08-07 02:40:00+00:00,2025-08-07 02:41:00+00:00,BUY,rejected,crossover_threshold_not_met (diff=0.40 pips < 0.7 pips threshold),1.1656367272727273,1.165596234567902
2025-08-07 02:41:00+00:00,2025-08-07 02:42:00+00:00,BUY,rejected,crossover_threshold_not_met (diff=0.42 pips < 0.7 pips threshold),1.165639090909091,1.1655970552147248
2025-08-07 02:42:00+00:00,2025-08-07 02:43:00+00:00,BUY,rejected,crossover_threshold_not_met (diff=0.44 pips < 0.7 pips threshold),1.1656423636363638,1.165597926829269
2025-08-07 02:43:00+00:00,2025-08-07 02:44:00+00:00,BUY,rejected,crossover_threshold_not_met (diff=0.48 pips < 0.7 pips threshold),1.165647090909091,1.16559890909091
2025-08-07 02:44:00+00:00,2025-08-07 02:45:00+00:00,BUY,rejected,crossover_threshold_not_met (diff=0.52 pips < 0.7 pips threshold),1.1656513636363637,1.1655996385542178
2025-08-07 02:45:00+00:00,2025-08-07 02:46:00+00:00,BUY,rejected,crossover_threshold_not_met (diff=0.55 pips < 0.7 pips threshold),1.1656551818181817,1.1656000598802405
