hour_EST,Monday,Tuesday,Wednesday,Thursday,Friday,Sunday
0,0.0,70.0,58.333333333333336,57.14285714285714,54.54545454545454,0.0
1,58.333333333333336,0.0,28.57142857142857,0.0,38.46153846153847,0.0
2,37.5,0.0,0.0,50.0,0.0,0.0
3,43.47826086956522,66.66666666666666,46.666666666666664,0.0,45.83333333333333,0.0
4,47.82608695652174,58.333333333333336,61.53846153846154,0.0,0.0,0.0
5,0.0,66.66666666666666,0.0,38.46153846153847,55.00000000000001,0.0
6,55.55555555555556,54.54545454545454,53.84615384615385,36.36363636363637,30.0,0.0
7,16.666666666666664,40.0,57.14285714285714,0.0,0.0,0.0
8,47.368421052631575,33.33333333333333,0.0,42.857142857142854,0.0,0.0
9,42.857142857142854,0.0,0.0,64.70588235294117,64.70588235294117,0.0
10,61.53846153846154,33.33333333333333,38.46153846153847,60.0,0.0,0.0
11,57.14285714285714,0.0,0.0,58.333333333333336,70.58823529411765,0.0
12,0.0,40.0,35.714285714285715,0.0,52.63157894736842,0.0
13,45.83333333333333,44.44444444444444,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,54.54545454545454,0.0,0.0
15,41.66666666666667,0.0,0.0,80.0,0.0,0.0
16,57.14285714285714,47.368421052631575,52.63157894736842,0.0,53.333333333333336,0.0
17,0.0,0.0,57.14285714285714,38.46153846153847,0.0,58.620689655172406
18,43.75,46.15384615384615,80.0,0.0,0.0,45.23809523809524
19,28.57142857142857,50.0,47.05882352941176,60.0,0.0,71.42857142857143
20,47.368421052631575,0.0,44.44444444444444,0.0,0.0,0.0
21,52.17391304347826,0.0,0.0,50.0,0.0,0.0
22,45.45454545454545,54.54545454545454,0.0,50.0,0.0,47.61904761904761
23,0.0,76.92307692307693,65.0,50.0,0.0,0.0
