entry_month,pnl,trades,win_rate
2025-01,188.21,133,45.11
2025-02,823.16,116,52.59
2025-03,4331.29,127,56.69
2025-04,12956.79,171,58.48
2025-05,3842.09,133,51.13
2025-06,2003.03,132,50.76
2025-07,1590.57,145,48.28
2025-08,-14.88,19,31.58
2025-10,601.44,44,52.27
2025-11,-252.92,59,42.37
2025-12,239.97,32,46.88
