hour_EST,Monday,Tuesday,Wednesday,Thursday,Friday,Sunday
0,0.0,436.2,122.2,92.8,671.2,0.0
1,340.7,0.0,235.9,0.0,-150.8,0.0
2,-115.6,0.0,0.0,272.9,0.0,0.0
3,16.7,1323.0,142.2,0.0,-225.8,0.0
4,334.4,624.6,888.2,0.0,0.0,0.0
5,0.0,582.1,0.0,-362.5,1094.1,0.0
6,881.8,308.8,512.8,-475.3,-509.4,0.0
7,-340.8,-109.3,179.0,0.0,0.0,0.0
8,222.1,-289.8,0.0,5.1,0.0,0.0
9,-22.9,0.0,0.0,1097.5,2656.7,0.0
10,1169.7,-166.2,-155.1,626.6,0.0,0.0
11,759.8,0.0,0.0,533.7,1618.9,0.0
12,0.0,-165.8,-49.7,0.0,800.4,0.0
13,351.5,-152.8,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,1056.5,0.0,0.0
15,12.8,0.0,0.0,567.8,0.0,0.0
16,-22.1,278.9,597.1,0.0,814.9,0.0
17,0.0,0.0,170.2,-257.6,0.0,1111.5
18,148.2,223.6,563.0,0.0,0.0,266.9
19,-124.8,185.9,89.4,159.5,0.0,733.4
20,91.0,0.0,226.8,0.0,0.0,0.0
21,368.8,0.0,0.0,-43.8,0.0,0.0
22,101.8,734.0,0.0,351.2,0.0,483.9
23,0.0,827.8,835.1,147.5,0.0,0.0
